Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
Dr. Sumedha Narula,"MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine, MBBS",Pulmonologist,9 years experience overall,"Dwarka Sector 12,",Delhi,100%,20 Patient Stories,₹1000
Dr. Nikunj Bansal,"MBBS, MS - General Surgery",Bariatric Surgeon,21 years experience overall,"Karol Bagh,",Delhi,100%,6 Patient Stories,₹499
Dr. Deep Goel,"MBBS, DNB - General Surgery",Bariatric Surgeon,31 years experience overall,"Pusa Road,",Delhi,75%,2 Patient Stories,₹1500
Dr. Ashish Pitale,"MBBS, MS - General Surgery, FRCS - General Surgery",Bariatric Surgeon,31 years experience overall,"Dwarka,",Delhi,97%,39 Patient Stories,₹700
Dr. Sumeet Shah,"MBBS, MS - General Surgery, DNB - General Surgery",Bariatric Surgeon,28 years experience overall,"Greater Kailash Part 1,",Delhi,100%,2 Patient Stories,₹1200
Dr. Ashish Sachan,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",Bariatric Surgeon,11 years experience overall,"Dilshad Garden,",Delhi,100%,62 Patient Stories,₹800
Dr. Saurabh Bansal,"MBBS, DNB - General Surgery",Bariatric Surgeon,16 years experience overall,"Green Park,",Delhi,100%,32 Patient Stories,₹1000
Dr. Jotinder Khanna,"MBBS, MS - General Surgery, FNB - Minimal Access Surgery",Bariatric Surgeon,25 years experience overall,"Nehru Place,",Delhi,100%,27 Patient Stories,₹1000
Dr. Shailender Kumar Jain,"MBBS, MS - General Surgery",Bariatric Surgeon,27 years experience overall,"Dwarka,",Delhi,83%,28 Patient Stories,₹500
Dr. Amit Agarwal,"MBBS, MS - General Surgery, DNB - General Medicine",Bariatric Surgeon,19 years experience overall,"Pusa Road,",Delhi,100%,14 Patient Stories,₹1800
Dr. Arun Prasad,"MBBS, MS - General Surgery, FRCS - General Surgery, Fellow of American College of Surgeons(FACS)",Bariatric Surgeon,38 years experience overall,"Sarita Vihar,",Delhi,100%,9 Patient Stories,₹1500
Dr. Neetan Sachdeva,"DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics, MBBS, Fellowship in Rheumatology",Rheumatologist,24 years experience overall,"Pitampura,",Delhi,96%,53 Patient Stories,₹800
Dr. Gaurav Seth,"DM - Clinical Immunology, MD - General Medicine, MBBS",Rheumatologist,12 years experience overall,"Janakpuri,",Delhi,100%,11 Patient Stories,₹900
Dr. Sajal Ajmani,"MBBS, MD - Medicine, MRCP (UK), DM - Clinical Immunology and Rheumatology",Rheumatologist,11 years experience overall,"Pusa Road,",Delhi,98%,36 Patient Stories,₹1200
Dr. Sundeep Kumar Upadhyaya,"MBBS, MD - Medicine, DM - Clinical Immunology",Rheumatologist,30 years experience overall,"Sarita Vihar,",Delhi,88%,6 Patient Stories,₹2500
Dr. Rohini Handa,"MBBS, MD - General Medicine, DNB - General Medicine, FRCP - Rheumatology",Rheumatologist,34 years experience overall,"Sarita Vihar,",Delhi,80%,5 Patient Stories,₹3000
Dr. Prasan Deep Rath,"MBBS, MD - General Medicine, Fellowship in Rheumatology, Graduate Certificate of Paediatric Rheumatology",Rheumatologist,22 years experience overall,"Panchsheel Park,",Delhi,80%,6 Patient Stories,₹1500
Dr. Himanshu Aggarwal,"DNB - Rheumatology, MBBS, MD - General Medicine",Rheumatologist,18 years experience overall,"Patparganj,",Delhi,95%,27 Patient Stories,₹1200
Dr. Atul Kakar,"MBBS, DNB - General Medicine,  FRCP, Fellowship in Rheumatology",Rheumatologist,32 years experience overall,"Old Rajendra Nagar,",Delhi,77%,32 Patient Stories,₹1500
Dr. (Col.) O P Garg,"MBBS, MD - General Medicine, PGCC - Rheumatology",Rheumatologist,40 years experience overall,"Dwarka,",Delhi,95%,392 Patient Stories,₹1000
Dr. Nupoor Acharya,"MBBS, MD - General Medicine, DM - Rheumatology",Rheumatologist,9 years experience overall,"Sheikh Sarai,",Delhi,100%,9 Patient Stories,₹1000
Amaltas Ayurveda,,,,,,,,
Dr. Gholam Sarwar   (Physiotherapist),"BPTh/BPT, Doctor of Chiropractic",Chiropractor,14 years experience overall,"Dwarka Sector 6,",Delhi,99%,318 Patient Stories,₹600
Mr. Shiv Bajaj,Doctor of Chiropractic,Chiropractor,13 years experience overall,"Hazrat Nizamuddin,",Delhi,92%,9 Patient Stories,₹3000
Smile Again,,,,,,,,
Dr. Darshan Hiralal Vora,"BDS, PGDE (Cosmetic & Esthetic Dentist)",Dentist,24 years experience overall,"Mulund West,",Mumbai,99%,294 Patient Stories,₹500
Dr. Nikhil Surana,"MDS - Orthodontics, BDS",Dentist,13 years experience overall,"Kandivali East,",Mumbai,96%,27 Patient Stories,₹500
Dr. Suhani Talesara,BDS,Dentist,13 years experience overall,"Jogeshwari,",Mumbai,100%,200 Patient Stories,₹500
Dr. Pallavi Kendrekar,BDS,Dentist,24 years experience overall,"Borivali West,",Mumbai,98%,112 Patient Stories,₹800
Dr. Kavin J. Shah,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",Dentist,13 years experience overall,"JB Nagar,",Mumbai,100%,40 Patient Stories,₹500
Dr. Vipin L Mahurkar,"BDS, MDS - Periodontology and Oral Implantology",Dentist,25 years experience overall,"Borivali West,",Mumbai,98%,103 Patient Stories,₹800
Dr. Ashitesh Kumar,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",Dentist,11 years experience overall,"Chembur East,",Mumbai,99%,126 Patient Stories,₹500
Dr. Dipti Gandhi,"BDS, FICOI",Dentist,38 years experience overall,"Ghatkopar East,",Mumbai,99%,40 Patient Stories,₹300
Dr. Reshma Phulwar,BDS,Dentist,25 years experience overall,"Chembur,",Mumbai,96%,336 Patient Stories,₹700
Dr. Alok Shah,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",Dentist,11 years experience overall,"Powai,",Mumbai,98%,54 Patient Stories,₹200
Dr. Nikhil D Datar,"MBBS, MD - Midwifery & Gynecology, DGO, FCPS - Mid. & Gynae, DNB - Obstetrics & Gynecology",Gynecologist/Obstetrician,31 years experience overall,"Malad West,",Mumbai,99%,479 Patient Stories,₹1000
Dr. Shilpa Saple,"MD - Obstetrics & Gynaecology, DGO, MBBS",Gynecologist/Obstetrician,22 years experience overall,"Kurla West,",Mumbai,100%,2 Patient Stories,Free Consultation
Dr. Rajendra S Sankpal,"MD - Obstetrics & Gynaecology, DGO, MBBS",Gynecologist/Obstetrician,28 years experience overall,"Malad West,",Mumbai,98%,66 Patient Stories,₹1000
Dr. Anjali Jitendra Bapat,"MBBS, MD - Obstetrics & Gynaecology, DGO, FCPS - Mid. & Gynae",Gynecologist/Obstetrician,36 years experience overall,"Mahim,",Mumbai,95%,146 Patient Stories,₹1000
Dr. Pradnya Randive,"MBBS, MS - Obstetrics & Gynaecology",Gynecologist/Obstetrician,16 years experience overall,"Bhandup West,",Mumbai,95%,79 Patient Stories,₹800
Dr. Nanda R Kumar,"MBBS, DGO",Gynecologist/Obstetrician,19 years experience overall,"Chembur East,",Mumbai,89%,117 Patient Stories,₹1000
Dr. Gouri Sultane Gupta,"MBBS, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",Gynecologist/Obstetrician,19 years experience overall,"Goregaon West,",Mumbai,92%,95 Patient Stories,₹1000
Dr. Shital S Jadhav,"DNB - Obstetrics & Gynecology, MBBS",Gynecologist/Obstetrician,18 years experience overall,"Kandivali East,",Mumbai,99%,59 Patient Stories,₹1000
Dr. Manjushri Kothekar,"MBBS, MS - Obstetrics & Gynaecology",Gynecologist/Obstetrician,18 years experience overall,"Chembur,",Mumbai,100%,13 Patient Stories,₹1000
Dr. Shubhada Kulkarni,"MBBS, MD - Obstetrics & Gynaecology",Gynecologist/Obstetrician,43 years experience overall,"Andheri West,",Mumbai,90%,128 Patient Stories,₹1000
Dr. Vilas Kulkarni,"MD - Pediatrics, MBBS",Pediatrician,52 years experience overall,"Andheri West,",Mumbai,98%,43 Patient Stories,₹1000
Dr. Manoj S Thamke,"MBBS, MD - Pediatrics",Pediatrician,19 years experience overall,"Mulund East,",Mumbai,100%,45 Patient Stories,₹700
Dr. Yuvaraja S Shetty,"MBBS, MD - Pediatrics",Pediatrician,17 years experience overall,"Mulund West,",Mumbai,99%,182 Patient Stories,₹1000
Dr. Deepti Chawla,"MBBS, MD - Pediatrics",Pediatrician,12 years experience overall,"Malad,",Mumbai,100%,17 Patient Stories,₹800
Dr. Abhinav Tiwari,"MBBS, Diploma in Child Health (DCH)",Pediatrician,11 years experience overall,"Powai,",Mumbai,99%,104 Patient Stories,₹800
Dr. Sujata Chitnis,"MBBS, MD - Pediatrics",Pediatrician,41 years experience overall,"Vileparle East,",Mumbai,100%,16 Patient Stories,₹1000
Dr. Shilpa Nayak,"Diploma in Child Health (DCH), MBBS",Pediatrician,19 years experience overall,"Andheri West,",Mumbai,98%,127 Patient Stories,₹1500
Dr. Alpa Shah,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",Pediatrician,27 years experience overall,"Govandi,",Mumbai,94%,38 Patient Stories,₹900
Dr. Rahul Shukla,"MD - Pediatrics, MBBS",Pediatrician,9 years experience overall,"Mira Road,",Mumbai,100%,14 Patient Stories,₹800
Dr. Rajashri Shanbhag,"MBBS, Diploma in Child Health (DCH)",Pediatrician,26 years experience overall,"Jogeshwari East,",Mumbai,100%,8 Patient Stories,₹800
Dr. Gawai's Sports Medicine And Arthroscopy Clinic,,,,,,,,
Dr. Santosh Patil,"MBBS, MS - Orthopaedics",Orthopedist,19 years experience overall,"Tilak Nagar,",Mumbai,100%,20 Patient Stories,₹1000
Dr. Sanjeed C Pujary,"MBBS, MS - Orthopaedics",Orthopedist,15 years experience overall,"Andheri,",Mumbai,,,₹1500
Dr. Umesh Shetty,"MS - Orthopaedics, MBBS",Orthopedist,32 years experience overall,"Andheri West,",Mumbai,84%,237 Patient Stories,₹1500
Dr. Shaival Chauhan,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics",Orthopedist,17 years experience overall,"Ghatkopar West,",Mumbai,100%,311 Patient Stories,₹1000
Dr. Sujit Korday,"MBBS, MS - Orthopaedics, FRCS - General Surgery",Orthopedist,36 years experience overall,"Santacruz West,",Mumbai,50%,,₹1500
Dr. Yajuvendra Gawai,"MBBS, MS - Orthopaedics",Orthopedist,23 years experience overall,"Santacruz West,",Mumbai,98%,79 Patient Stories,₹1500
Dr. Prajyot Jagtap,"MBBS, Diploma in Orthopaedics",Orthopedist,15 years experience overall,"Chembur,",Mumbai,96%,13 Patient Stories,₹1500
Dr. Neeraj R Bijlani,"MBBS, Diploma in Orthopaedics, FCPS - Orthopedic",Orthopedist,21 years experience overall,"Chembur,",Mumbai,96%,139 Patient Stories,₹1200
Dr. Miten Sheth,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Orthopedist,15 years experience overall,"Mulund West,",Mumbai,99%,175 Patient Stories,₹1000
Dr. Vikas Jain,"MBBS, MS - Orthopaedics",Orthopedist,15 years experience overall,"Chembur East,",Mumbai,95%,61 Patient Stories,₹1000
Dr. Rameshwar Gutte,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,18 years experience overall,"Kanjurmarg,",Mumbai,95%,86 Patient Stories,₹500
Dr. Sneha Gupta Palvia,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,12 years experience overall,"Grant Road,",Mumbai,100%,13 Patient Stories,Free Consultation
Dr. Prachi Saraogi,"DNB - Dermatology & Venereology, MBBS, DVD",Dermatologist,14 years experience overall,"Malad East,",Mumbai,99%,167 Patient Stories,₹800
Dr. Jolly Shah Kapadia,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",Dermatologist,23 years experience overall,"Mulund West,",Mumbai,96%,194 Patient Stories,₹900
Dr. Rashmi Mittal,"MD - Skin Diseases, DDVL, FCPS - Dermatology, Venereology & Leprosy, MBBS",Dermatologist,28 years experience overall,"Andheri West,",Mumbai,98%,159 Patient Stories,₹800
Dr. Pallavi Rathi,"DNB - Dermatology & Venereology, MBBS",Dermatologist,18 years experience overall,"Andheri East,",Mumbai,90%,260 Patient Stories,₹1000
Dr. Sejal Saheta,"MBBS, MD - Dermatology , Venereology & Leprosy, DDVL, FCPS - Dermatology & Venereology",Dermatologist,18 years experience overall,"Powai,",Mumbai,95%,242 Patient Stories,₹900
Dr. Resham Vasani Bhojani,"MBBS, DVD, MD - Dermatology",Dermatologist,23 years experience overall,"Matunga,",Mumbai,99%,247 Patient Stories,₹1700
Dr. Anju Bijoy Methil,"DNB - Dermatology & Venereology, Diploma in Dermatology, MBBS",Dermatologist,28 years experience overall,"Andheri West,",Mumbai,96%,142 Patient Stories,₹1000
Dr. Minal M Thamke Pawar,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",Dermatologist,16 years experience overall,"Mulund East,",Mumbai,99%,43 Patient Stories,₹800
Dr. Kruti Harsh Mehta   (Physiotherapist),BPTh/BPT,Physiotherapist,13 years experience overall,"Vikhroli,",Mumbai,100%,61 Patient Stories,₹400
Dr. Priyanka Sukthankar   (Physiotherapist),BPTh/BPT,Physiotherapist,14 years experience overall,"Andheri East,",Mumbai,99%,205 Patient Stories,₹700
Dr. Rohan Sawant   (Physiotherapist),BPTh/BPT,Physiotherapist,9 years experience overall,"Kandivali West,",Mumbai,100%,50 Patient Stories,₹400
Dr. Shraddha Khot   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",Physiotherapist,15 years experience overall,"Borivali West,",Mumbai,100%,30 Patient Stories,₹500
Dr. Lajja Shah   (Physiotherapist),BPTh/BPT,Physiotherapist,14 years experience overall,"Ghatkopar East,",Mumbai,96%,24 Patient Stories,₹1000
Dr. Dinesh Kumar Joshi   (Physiotherapist),BPTh/BPT,Physiotherapist,6 years experience overall,"Goregaon West,",Mumbai,100%,50 Patient Stories,₹700
Dr. Avani Khadepau   (Physiotherapist),BPTh/BPT,Physiotherapist,20 years experience overall,"Kandivali West,",Mumbai,100%,10 Patient Stories,₹500
Dr. Monish Mehta   (Physiotherapist),BPTh/BPT,Physiotherapist,8 years experience overall,"Khar West,",Mumbai,100%,50 Patient Stories,₹1500
Dr. Ankur Sharma   (Physiotherapist),Masters of Physiotheraphy,Physiotherapist,16 years experience overall,"Malad West,",Mumbai,99%,72 Patient Stories,₹600
Dr. Dhvani Desai   (Physiotherapist),"MD - Obstetrics & Gynaecology, DGO, MBBS",Physiotherapist,2 years experience overall,"Mulund West,",Mumbai,100%,5 Patient Stories,₹500
Dr. Shilpa Saple,"MD - Obstetrics & Gynaecology, DGO, MBBS",Infertility Specialist,22 years experience overall,"Kurla West,",Mumbai,100%,2 Patient Stories,Free Consultation
Dr. Rajendra S Sankpal,"MBBS, MS - Obstetrics & Gynaecology",Infertility Specialist,28 years experience overall,"Malad West,",Mumbai,98%,66 Patient Stories,₹1000
Dr. Pradnya Randive,"MBBS, DGO",Infertility Specialist,16 years experience overall,"Bhandup West,",Mumbai,95%,79 Patient Stories,₹800
Dr. Nanda R Kumar,"MBBS, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",Infertility Specialist,19 years experience overall,"Chembur East,",Mumbai,89%,117 Patient Stories,₹1000
Dr. Gouri Sultane Gupta,"DNB - Obstetrics & Gynecology, MBBS",Infertility Specialist,19 years experience overall,"Goregaon West,",Mumbai,92%,95 Patient Stories,₹1000
Dr. Shital S Jadhav,"MBBS, MS - Obstetrics & Gynaecology",Infertility Specialist,18 years experience overall,"Kandivali East,",Mumbai,99%,59 Patient Stories,₹1000
Dr. Manjushri Kothekar,"MBBS, MD - Obstetrics & Gynaecology",Infertility Specialist,18 years experience overall,"Chembur,",Mumbai,100%,13 Patient Stories,₹1000
Dr. Shubhada Kulkarni,"DGO, DNB - Obstetrics & Gynecology, MBBS",Infertility Specialist,43 years experience overall,"Andheri West,",Mumbai,90%,128 Patient Stories,₹1000
Dr. Shreedevi Tanksale,"MS - Obstetrics & Gynaecology, MBBS",Infertility Specialist,14 years experience overall,"Vileparle East,",Mumbai,99%,121 Patient Stories,₹1000
Dr. Tejal Poddar,"MS - Ophthalmology, MBBS",Infertility Specialist,11 years experience overall,"Opera House,",Mumbai,98%,86 Patient Stories,₹1000
Dr. Pranay Kapadia,"DO, MBBS",Ophthalmologist,23 years experience overall,"Bandra West,",Mumbai,100%,4 Patient Stories,₹799
Dr. Prachi Parmar,"MBBS, MD - Ophthalmology, DNB - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology)",Ophthalmologist,12 years experience overall,"Ghatkopar,",Mumbai,100%,18 Patient Stories,₹499
Dr. Jatin Ashar,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, FCPS- Ophthalmology, DOMS",Ophthalmologist,13 years experience overall,"Ghatkopar,",Mumbai,96%,673 Patient Stories,₹499
Dr. Saumil Sheth,"MBBS, DO, DOMS, DNB - Ophthalmology",Ophthalmologist,22 years experience overall,"Jogeshwari West,",Mumbai,95%,28 Patient Stories,₹499
Dr. Bulchandani Santosh Kumar Kamal,"MBBS, MS - Ophthalmology",Ophthalmologist,22 years experience overall,"Bandra West,",Mumbai,100%,,₹299
Dr. Anurag Agarwal,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, DOMS",Ophthalmologist,23 years experience overall,"Goregaon West,",Mumbai,98%,33 Patient Stories,₹700
Dr. Bhavesh Gohil,"MBBS, MS - Ophthalmology",Ophthalmologist,22 years experience overall,"Wadala,",Mumbai,99%,68 Patient Stories,₹600
Dr. Pooja Ghodke,"MBBS, MS - Ophthalmology",Ophthalmologist,12 years experience overall,"Andheri West,",Mumbai,100%,178 Patient Stories,₹600
Dr. Rasshmi Malhotra,"MBBS, MS - Ophthalmology, DOMS, FCPS- Ophthalmology",Ophthalmologist,25 years experience overall,"Parel,",Mumbai,99%,45 Patient Stories,₹1200
Dr. Janaki Kodkani,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",Ophthalmologist,23 years experience overall,"Bandra West,",Mumbai,92%,26 Patient Stories,₹1000
Dr. Samir Bagadia,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",Urologist,8 years experience overall,"Andheri,",Mumbai,100%,5 Patient Stories,₹1000
Dr. Sony Mehta,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",Urologist,9 years experience overall,"Andheri,",Mumbai,99%,307 Patient Stories,₹2000
Dr. Mukesh Shah,"MS - General Surgery, MCh - Urology, MBBS",Urologist,39 years experience overall,"Andheri,",Mumbai,90%,9 Patient Stories,₹700
Dr. Ajaykumar R. Gajengi,"MBBS, MS - General Surgery, MCh - Urology",Urologist,18 years experience overall,"Borivali West,",Mumbai,91%,21 Patient Stories,₹1000
Dr. Shrikant Badwe,"MBBS, DNB - General Surgery, MCh - Urology",Urologist,44 years experience overall,"Goregaon West,",Mumbai,90%,117 Patient Stories,₹1500
Dr. Sayed Zaffar Karam,"MBBS, DNB - General Surgery, MS - General Surgery, MCh - Urology",Urologist,11 years experience overall,"Chembur,",Mumbai,,,₹1200
Dr. Pankaj Maheshwari N,"MBBS, DNB - Urology/Genito - Urinary Surgery, DNB - General Surgery",Urologist,33 years experience overall,"Mulund West,",Mumbai,89%,11 Patient Stories,₹2000
Dr. Saket Sathe,"MBBS, DNB - Urology/Genito - Urinary Surgery",Urologist,11 years experience overall,"Kandivali West,",Mumbai,95%,9 Patient Stories,₹1000
Dr. Pradeep Prabhakar Rao,"DNB - Urology/Genito - Urinary Surgery, MBBS",Urologist,32 years experience overall,"Parel,",Mumbai,56%,5 Patient Stories,₹1850
Dr. Swapnil Tople,,Urologist,14 years experience overall,"Wadala,",Mumbai,94%,8 Patient Stories,₹1500
Amaha Mental Health Centre,"MBBS, DNB - Psychiatry",,,,,,,
Dr. Darpan Kaur,"MBBS, M.D. (Psychiatry)",Psychiatrist,17 years experience overall,"Sion East,",Mumbai,99%,52 Patient Stories,₹1500
Dr. Chetan Lokhande,"MBBS, M.D. (Psychiatry)",Psychiatrist,12 years experience overall,"Kurla East,",Mumbai,100%,10 Patient Stories,₹1300
Dr. Rohann Bokdawala,"MBBS, DPM (Psychiatry)",Psychiatrist,13 years experience overall,"Marine Lines,",Mumbai,97%,160 Patient Stories,₹2500
Dr. Aditya Nair,"MBBS, M.D. (Psychiatry), Diploma in Psychiatry, MRCPsych, Diploma in Clinical Psychiatry, Diploma in Clinical Psychiatry",Psychiatrist,19 years experience overall,"Chembur East,",Mumbai,93%,16 Patient Stories,₹1000
